eventName,gender,age,location,bib,url
Individual Triathlon,,Age 43,"Cold Spring Harbor, NY",123,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U50577750
Individual Triathlon,,Age 67,"Garden City park, NY",485,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U26350298
Individual Triathlon,,Age 31,"Northport, NY",59,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U70342329
Individual Triathlon,,Age 48,"Greenlawn, NY",468,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U19874780
Individual Triathlon,,Age 15,"Northport, NY",20,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U87128276
Individual Triathlon,,Age 52,"Commack, NY",440,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U78454851
Individual Triathlon,,Age 14,"Levittown, NY",384,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U50899695
Individual Triathlon,,Age 51,"Rye, NY",158,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U37797465
Individual Triathlon,,Age 44,"Huntington Station, NY",128,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U23094615
Individual Triathlon,,Age 25,"East Norwich, NY",251,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U91007211
Individual Triathlon,,Age 54,"Garden City, NY",167,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U15337425
Individual Triathlon,,Age 38,"Wantagh, NY",98,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U34787089
Individual Triathlon,,Age 56,"Manhasset, NY",183,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U9897881
Individual Triathlon,,Age 45,"Albertson, NY",134,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U19081888
Individual Triathlon,,Age 60,"New York, NY",202,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U87792214
Individual Triathlon,,Age 43,"Massapequa Park, NY",121,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U43389690
Individual Triathlon,,Age 36,"Manhasset, NY",87,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U54728957
Individual Triathlon,,Age 53,"Port Washington, NY",442,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U7294361
Individual Triathlon,,Age 29,"Huntington Station, NY",287,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U68317073
Individual Triathlon,,Age 55,"Tokyo, 13",175,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U38920908
Individual Triathlon,,Age 59,"New York, NY",447,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U48077856
Individual Triathlon,,Age 49,"Kings Park, NY",152,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U10447300
Individual Triathlon,,Age 35,"Sunnyside, NY",306,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U17853762
Individual Triathlon,,Age 33,"Bellmore, NY",64,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U84825215
Individual Triathlon,,Age 63,"Wantagh, NY",211,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U9897886
Individual Triathlon,,Age 48,"West Harrison, NY",144,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U3345488
Individual Triathlon,,Age 34,"New York, NY",74,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U88047250
Individual Triathlon,,Age 35,"Bethpage, NY",85,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U37947666
Individual Triathlon,,Age 36,"Stamford, CT",243,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U61238605
Individual Triathlon,,Age 17,"Glenwood Landing, NY",261,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90930674
Individual Triathlon,,Age 51,"Northport, NY",154,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U14097511
Individual Triathlon,,Age 33,"South Burlington, VT",69,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U60480877
Individual Triathlon,,Age 65,"Plainview, NY",214,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U24240977
Individual Triathlon,,Age 38,"Great Neck, NY",315,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U50008482
Individual Triathlon,,Age 38,"Bethpage, NY",96,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U11225978
Individual Triathlon,,Age 46,"Rockville Centre, NY",136,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U41450345
Individual Triathlon,,Age 30,"Mineola, NY",60,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U82752806
Individual Triathlon,,Age 48,"Brooklyn, NY",492,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U17328006
Individual Triathlon,,Age 54,"Bronxville, NY",177,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U50786078
Individual Triathlon,,Age 60,"Westbury, NY",198,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U26717875
Individual Triathlon,,Age 61,"Syosset, NY",207,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U74671768
Individual Triathlon,,Age 26,"New Hyde Park, NY",386,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U47553367
Individual Triathlon,,Age 37,"Dobbs Ferry, NY",93,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U35499063
Individual Triathlon,,Age 38,"Forest Hills, NY",390,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U60781745
Individual Triathlon,,Age 53,"Bellmore, NY",168,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U77037215
Individual Triathlon,,Age 17,"Long Beach, NY",481,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U91072100
Individual Triathlon,,Age 38,"Northport, NY",99,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U83110157
Individual Triathlon,,Age 33,"Great Neck, NY",294,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U28572172
Individual Triathlon,,Age 65,"Roslyn Heights, NY",220,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U17729161
Individual Triathlon,,Age 53,"Huntington, NY",173,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U68609233
Individual Triathlon,,Age 26,"Ridgewood, NJ",274,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U82352544
Individual Triathlon,,Age 46,"Bay Shore, NY",335,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U28692123
Individual Triathlon,,Age 54,"Oyster Bay, NY",174,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U17071712
Individual Triathlon,,Age 19,"Ardsleyey, NY",27,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90834345
Individual Triathlon,,Age 27,"Syracuse, NY",278,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U53045455
Individual Triathlon,,Age 59,"Sea Cliff, NY",360,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U7007809
Individual Triathlon,,Age 37,"Oakdale, NY",94,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U86008534
Individual Triathlon,,Age 47,"Huntington, NY",140,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90845789
Individual Triathlon,,Age 37,"Astoria, NY",310,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U16241657
Individual Triathlon,,Age 70,"Rhinebeck, NY",227,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U89132735
Individual Triathlon,,Age 35,"Islip Terrace, NY",83,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U30025242
Individual Triathlon,,Age 14,"Oyster Bay, NY",18,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90832481
Individual Triathlon,,Age 17,"Lynbrook, NY",21,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U52391502
Individual Triathlon,,Age 68,"Melville, NY",374,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U12899400
Individual Triathlon,,Age 42,"Merrick, NY",116,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20287737
Individual Triathlon,,Age 57,"Chanhassen, MN",466,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U38080569
Individual Triathlon,,Age 34,"Long Island City, NY",302,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U9575582
Individual Triathlon,,Age 20,"Oyster Bay, NY",29,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U84730698
Individual Triathlon,,Age 70,"Bayside, NY",499,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U14835135
Individual Triathlon,,Age 53,"Melville, NY",351,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U11538322
Individual Triathlon,,Age 31,"Bay Shore, NY",62,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U83021769
Individual Triathlon,,Age 14,"South Setauket, NY",17,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U52629463
Individual Triathlon,,Age 31,"Brooklyn, NY",61,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U84237527
Individual Triathlon,,Age 32,"New York, NY",298,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U9915217
Individual Triathlon,,Age 59,"Norwalk, CT",448,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U38490630
Individual Triathlon,,Age 71,"Amityville, NY",233,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U17210303
Individual Triathlon,,Age 55,"East Northport, NY",181,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U34422645
Individual Triathlon,,Age 24,"Washington, DC",471,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U62588649
Individual Triathlon,,Age 30,"New York, NY",288,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U85126997
Individual Triathlon,,Age 55,"Whitestone, NY",182,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U35344552
Individual Triathlon,,Age 47,"Woodbury, NY",340,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U21595768
Individual Triathlon,,Age 60,"Northport, NY",197,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U45304896
Individual Triathlon,,Age 45,"Islip Terrace, NY",434,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U16308751
Individual Triathlon,,Age 35,"Jericho, NY",86,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U50654212
Individual Triathlon,,Age 47,"Brooklyn, NY",138,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20039532
Individual Triathlon,,Age 57,"Melville, NY",397,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U37068806
Individual Triathlon,,Age 52,"Hollis, NY",495,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U71218679
Individual Triathlon,,Age 64,,452,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U29559676
Individual Triathlon,,Age 70,"East Meadow, NY",232,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U18375742
Individual Triathlon,,Age 28,"Hoboken, NJ",281,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90903850
Individual Triathlon,,Age 37,"Rockville Centre, NY",92,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U87725811
Individual Triathlon,,Age 34,"Smithtown, NY",409,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U89738235
Individual Triathlon,,Age 43,"Farmingdale, NY",327,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20497979
Individual Triathlon,,Age 39,"Plainview, NY",318,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U31038966
Individual Triathlon,,Age 38,"Bellmore, NY",412,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U16187304
Individual Triathlon,,Age 28,"Shoreham, NY",53,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U33939276
Individual Triathlon,,Age 26,"New York, NY",41,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U89376812
Individual Triathlon,,Age 39,"Vestal, NY",102,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U83331945
Individual Triathlon,,Age 61,"Locust Valley, NY",477,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U17747527
Individual Triathlon,,Age 45,"Baldwin, NY",129,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U30498423
Individual Triathlon,,Age 28,"Mastic Beach, NY",285,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20894963
Individual Triathlon,,Age 27,"Plainview, NY",276,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U49496963
Individual Triathlon,,Age 67,"Huntington, NY",223,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U10668209
Individual Triathlon,,Age 36,"Bronx, NY",90,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U42646218
Individual Triathlon,,,,497,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U91163947
Individual Triathlon,,Age 66,"Northport, NY",224,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U3726734
Individual Triathlon,,Age 26,"Babylon, NY",40,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U79611280
Individual Triathlon,,Age 42,"Stamford, CT",117,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U18989504
Individual Triathlon,,Age 27,"New York, NY",275,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U54795313
Individual Triathlon,,Age 23,"Massapequa Park, NY",35,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90752691
Individual Triathlon,,Age 53,"Deer Park, NY",169,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U14511265
Individual Triathlon,,Age 61,"Massapequa Park, NY",368,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U16182480
Individual Triathlon,,Age 45,"Great Neck, NY",391,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U14400035
Individual Triathlon,,Age 34,"Oyster Bay, NY",410,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U91006136
Individual Triathlon,,Age 59,"Woodside, NY",498,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U48005346
Individual Triathlon,,Age 40,"Wantagh, NY",455,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U22285667
Individual Triathlon,,Age 43,"Massapequa Park, NY",326,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U43389689
Individual Triathlon,,Age 21,"Jericho, NY",31,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90377210
Individual Triathlon,,Age 35,"Babylon, NY",75,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U68509924
Individual Triathlon,,Age 39,"Central Islip, NY",239,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U54791440
Individual Triathlon,,Age 62,"Mamaroneck, NY",203,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U186483
Individual Triathlon,,Age 42,"Glen Cove, NY",119,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U16663839
Individual Triathlon,,Age 34,"Massapequa, NY",389,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U77307249
Individual Triathlon,,Age 50,"Jericho, NY",149,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90377211
Individual Triathlon,,Age 34,"North Babylon, NY",301,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90869504
Individual Triathlon,,Age 41,"Huntington, NY",324,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U47001815
Individual Triathlon,,Age 36,"Bethpage, NY",473,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U91068138
Individual Triathlon,,Age 35,"East Meadow, NY",79,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U68594245
Individual Triathlon,,Age 26,"Plainview, NY",43,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U88594992
Individual Triathlon,,Age 44,"Bethpage, NY",333,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U49637604
Individual Triathlon,,Age 58,"Farmingdale, NY",188,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U52314713
Individual Triathlon,,Age 72,"Holtsville, NY",235,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U12569249
Individual Triathlon,,Age 42,"Huntington Station, NY",431,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U91026341
Individual Triathlon,,Age 69,"Syosset, NY",228,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U3160548
Individual Triathlon,,Age 56,"Sea Cliff, NY",186,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U11390575
Individual Triathlon,,Age 20,"Oyster Bay, NY",30,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20165494
Individual Triathlon,,Age 55,"Boulder, CO",176,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U19644933
Individual Triathlon,,Age 57,"Wantagh, NY",189,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20018029
Individual Triathlon,,Age 44,"Farmingdale, NY",122,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U20497978
Individual Triathlon,,Age 36,"Centereach, NY",309,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U77330688
Individual Triathlon,,Age 44,"Farmingdale, NY",126,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U23947342
Individual Triathlon,,Age 44,"Smithtown, NY",332,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U15272523
Individual Triathlon,,Age 42,"Stamford, CT",118,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U45682787
Individual Triathlon,,Age 29,"Baldwin, NY",54,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U56364012
Individual Triathlon,,Age 62,"Bayville, NY",210,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U48065047
Individual Triathlon,,Age 42,"Brooklyn, NY",329,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U22130400
Individual Triathlon,,Age 35,"Melville, NY",307,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U82987452
Individual Triathlon,,Age 55,"Melville, NY",445,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U19033142
Individual Triathlon,,Age 28,"New York, NY",55,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U87793576
Individual Triathlon,,Age 34,"Albany, NY",304,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U8645044
Individual Triathlon,,Age 51,"Massapequa, NY",345,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U13504928
Individual Triathlon,,Age 14,"East Setauket, NY",256,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U76638010
Individual Triathlon,,Age 46,"Commack, NY",241,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U85150845
Individual Triathlon,,Age 25,"Westbury, NY",271,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U56640074
Individual Triathlon,,Age 33,"Whitestone, NY",476,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U90852165
Individual Triathlon,,Age 62,"Port Washington, NY",478,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U16620161
Individual Triathlon,,Age 58,"Syosset, NY",192,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U61200692
Individual Triathlon,,Age 44,"Douglaston, NY",467,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U85190879
Individual Triathlon,,Age 41,"Massapequa, NY",111,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U86998321
Individual Triathlon,,Age 24,"Scranton, PA",267,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U46856128
Individual Triathlon,,Age 56,"Syosset, NY",184,https://runsignup.com/Race/Results/131115/IndividualResult/gTcd?resultSetId=482363#U38374462
